"source_row"	"event_time"	"return_time"	"ack_time"	"site"	"area"	"unit"	"tag"	"description"	"priority"	"state"	"value"	"threshold"	"engineering_unit"	"source_system"	"operator"
"257"	"2026-01-15T09:46:45+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	""	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P4"	"ACTIVE"	"71.91"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"258"	"2026-01-15T09:46:56+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P1"	"ACTIVE"	"82.65"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"259"	"2026-01-15T09:47:07+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P2"	"ACTIVE"	"67.19"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"260"	"2026-01-15T09:47:18+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P3"	"ACTIVE"	"47.15"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"261"	"2026-01-15T09:47:29+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P4"	"ACTIVE"	"60.18"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"262"	"2026-01-15T09:47:40+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P1"	"ACTIVE"	"76.53"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"263"	"2026-01-15T09:47:51+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P2"	"ACTIVE"	"89.38"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"264"	"2026-01-15T09:48:02+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P3"	"ACTIVE"	"42.36"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"265"	"2026-01-15T09:48:13+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P4"	"ACTIVE"	"84.39"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"266"	"2026-01-15T09:48:24+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P1"	"ACTIVE"	"70.33"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"267"	"2026-01-15T09:48:35+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P2"	"ACTIVE"	"78.92"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"268"	"2026-01-15T09:48:46+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P3"	"ACTIVE"	"76.90"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"269"	"2026-01-15T09:48:57+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P4"	"ACTIVE"	"76.73"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"270"	"2026-01-15T09:49:08+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P1"	"ACTIVE"	"86.39"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"271"	"2026-01-15T09:49:19+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P2"	"ACTIVE"	"40.18"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"272"	"2026-01-15T09:49:30+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P3"	"ACTIVE"	"64.37"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"273"	"2026-01-15T09:49:41+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P4"	"ACTIVE"	"52.81"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"274"	"2026-01-15T09:49:52+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	""	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P1"	"ACTIVE"	"78.99"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"275"	"2026-01-15T09:50:03+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P2"	"ACTIVE"	"77.08"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"276"	"2026-01-15T09:50:14+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P3"	"ACTIVE"	"67.46"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"277"	"2026-01-15T09:50:25+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-001"	"[SYNTHETIC] 工艺扰动级联步骤 1"	"P4"	"ACTIVE"	"63.40"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"278"	"2026-01-15T09:50:36+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-002"	"[SYNTHETIC] 工艺扰动级联步骤 2"	"P1"	"ACTIVE"	"77.98"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"279"	"2026-01-15T09:50:47+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-PROCESS_CASCADE-003"	"[SYNTHETIC] 工艺扰动级联步骤 3"	"P2"	"ACTIVE"	"68.23"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"280"	"2026-01-15T09:50:58+08:00"	""	""	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-PROCESS_CASCADE-004"	"[SYNTHETIC] 工艺扰动级联步骤 4"	"P3"	"ACTIVE"	"45.28"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"281"	"2026-01-15T09:51:09+08:00"	""	""	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-PROCESS_CASCADE-005"	"[SYNTHETIC] 工艺扰动级联步骤 5"	"P4"	"ACTIVE"	"48.45"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"282"	"2026-01-15T09:51:20+08:00"	""	"2026-01-15T09:51:22+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-MAINTENANCE_TEST-013"	"[SYNTHETIC] 维护测试合成报警"	"P1"	"ACKNOWLEDGED"	"64.38"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"283"	"2026-01-15T09:51:31+08:00"	""	"2026-01-15T09:51:33+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-MAINTENANCE_TEST-024"	"[SYNTHETIC] 维护测试合成报警"	"P2"	"ACKNOWLEDGED"	"49.16"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"284"	"2026-01-15T09:51:42+08:00"	""	"2026-01-15T09:51:44+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-MAINTENANCE_TEST-019"	"[SYNTHETIC] 维护测试合成报警"	"P3"	"ACKNOWLEDGED"	"49.73"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"285"	"2026-01-15T09:51:53+08:00"	""	"2026-01-15T09:51:55+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_01"	"SYNTHETIC-MAINTENANCE_TEST-024"	"[SYNTHETIC] 维护测试合成报警"	"P4"	"ACKNOWLEDGED"	"51.89"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"286"	"2026-01-15T09:52:04+08:00"	""	"2026-01-15T09:52:06+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-MAINTENANCE_TEST-003"	"[SYNTHETIC] 维护测试合成报警"	"P1"	"ACKNOWLEDGED"	"63.58"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"287"	"2026-01-15T09:52:15+08:00"	""	"2026-01-15T09:52:17+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-MAINTENANCE_TEST-010"	"[SYNTHETIC] 维护测试合成报警"	"P2"	"ACKNOWLEDGED"	"49.48"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"288"	"2026-01-15T09:52:26+08:00"	""	"2026-01-15T09:52:28+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-MAINTENANCE_TEST-016"	"[SYNTHETIC] 维护测试合成报警"	"P3"	"ACKNOWLEDGED"	"86.71"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"289"	"2026-01-15T09:52:37+08:00"	""	"2026-01-15T09:52:39+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-MAINTENANCE_TEST-018"	"[SYNTHETIC] 维护测试合成报警"	"P4"	"ACKNOWLEDGED"	"52.85"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"290"	"2026-01-15T09:52:48+08:00"	""	"2026-01-15T09:52:50+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_05"	"SYNTHETIC-MAINTENANCE_TEST-016"	"[SYNTHETIC] 维护测试合成报警"	"P1"	"ACKNOWLEDGED"	"49.69"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"291"	"2026-01-15T09:52:59+08:00"	""	"2026-01-15T09:53:01+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_02"	""	"SYNTHETIC-MAINTENANCE_TEST-007"	"[SYNTHETIC] 维护测试合成报警"	"P2"	"ACKNOWLEDGED"	"74.60"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"292"	"2026-01-15T09:53:10+08:00"	""	"2026-01-15T09:53:12+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-MAINTENANCE_TEST-003"	"[SYNTHETIC] 维护测试合成报警"	"P3"	"ACKNOWLEDGED"	"43.91"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"293"	"2026-01-15T09:53:21+08:00"	""	"2026-01-15T09:53:23+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_03"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-MAINTENANCE_TEST-017"	"[SYNTHETIC] 维护测试合成报警"	"P4"	"ACKNOWLEDGED"	"57.24"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"294"	"2026-01-15T09:53:32+08:00"	""	"2026-01-15T09:53:34+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-MAINTENANCE_TEST-019"	"[SYNTHETIC] 维护测试合成报警"	"P1"	"ACKNOWLEDGED"	"85.24"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_03"
"295"	"2026-01-15T09:53:43+08:00"	""	"2026-01-15T09:53:45+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_01"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-MAINTENANCE_TEST-018"	"[SYNTHETIC] 维护测试合成报警"	"P2"	"ACKNOWLEDGED"	"71.08"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"296"	"2026-01-15T09:53:54+08:00"	""	"2026-01-15T09:53:56+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_04"	"SYNTHETIC-MAINTENANCE_TEST-003"	"[SYNTHETIC] 维护测试合成报警"	"P3"	"ACKNOWLEDGED"	"88.39"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
"297"	"2026-01-15T09:54:05+08:00"	""	"2026-01-15T09:54:07+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_06"	"SYNTHETIC-MAINTENANCE_TEST-006"	"[SYNTHETIC] 维护测试合成报警"	"P4"	"ACKNOWLEDGED"	"47.58"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_01"
"298"	"2026-01-15T09:54:16+08:00"	""	"2026-01-15T09:54:18+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-MAINTENANCE_TEST-010"	"[SYNTHETIC] 维护测试合成报警"	"P1"	"ACKNOWLEDGED"	"69.51"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_02"
"299"	"2026-01-15T09:54:27+08:00"	""	"2026-01-15T09:54:29+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_03"	"SYNTHETIC-MAINTENANCE_TEST-022"	"[SYNTHETIC] 维护测试合成报警"	"P2"	"ACKNOWLEDGED"	"89.10"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	""
"300"	"2026-01-15T09:54:38+08:00"	""	"2026-01-15T09:54:40+08:00"	"SYNTHETIC_SITE_02"	"SYNTHETIC_AREA_02"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-MAINTENANCE_TEST-013"	"[SYNTHETIC] 维护测试合成报警"	"P3"	"ACKNOWLEDGED"	"69.92"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_04"
"301"	"2026-01-15T09:54:49+08:00"	""	"2026-01-15T09:54:51+08:00"	"SYNTHETIC_SITE_01"	"SYNTHETIC_AREA_04"	"SYNTHETIC_UNIT_02"	"SYNTHETIC-MAINTENANCE_TEST-017"	"[SYNTHETIC] 维护测试合成报警"	"P4"	"ACKNOWLEDGED"	"57.73"	"75.00"	"SYNTHETIC_UNIT_VALUE"	"SYNTHETIC_DCS"	"SYNTHETIC_OPERATOR_05"
